,title,answer
29222,Is there a basic Java Set implementation that does not permit nulls?,['java.util.Collections.checkedSet']
29223,"Java ""Interface"" class",['java.lang.Class.isInterface']
29224,Collections Sort Issue in Java,['java.util.Collections.sort']
29225,What is the difference between Object's equals method in String Class and Object's equal method in custom class,"['java.util.Objects.hash', 'java.lang.Object.equals', 'java.lang.Object.hashCode']"
29226,Redirect/hide output of called program,['java.lang.System.setOut']
29227,Java: Issue with available() method of BufferedInputStream,['java.io.InputStream.available']
29228,Socket server in java,['java.io.BufferedReader.readLine']
29229,Access variable of ScriptContext using Nashorn JavaScript Engine (Java 8),['javax.script.ScriptEngine.createBindings']
29230,console.writeline and System.out.println,['java.lang.System.console']
29231,Current time in microseconds in java,"['java.lang.System.currentTimeMillis', 'java.time.Instant.now', 'java.time.ZonedDateTime.now', 'java.lang.System.nanoTime']"
29232,Prepend components in Java Swing?,['java.awt.Container.add']
29233,ObjectInputStream doesn't have available bytes after being constructed with a ByteArrayInputStream,['java.io.ObjectInputStream.read']
29234,need to format currency for TextView,['java.text.NumberFormat.getCurrencyInstance']
29235,How to sort Array in java?,['java.util.Collections.sort']
29236,If and Else statement run on second iteration of while loop,"['java.util.Scanner.nextLine', 'java.util.Scanner.nextDouble']"
29237,How to get specific object from list of objects by using unique id of that object in java?,['java.util.List.indexOf']
29238,"StringTokenizer not working properly with delim ""//""",['java.lang.String.split']
29239,Use of Scanners nextLine() throws NoSuchElementException,['java.util.Scanner.close']
29240,Sort array based on count of occurrences in ascending order,['java.util.Arrays.sort']
29241,Running SET command using Java,['java.lang.Runtime.exec']
29242,use Logger.getLogger() every time I need it or create once per class,['java.util.logging.Logger.getLogger']
29243,Java byte[] to string conversion outputting byte,['java.util.Arrays.toString']
29244,Fixing JRE error in Java code and recompiling application,['java.lang.System.setProperty']
29245,Printing character occurrence in string - Java,"['java.lang.String.toUpperCase', 'java.lang.String.charAt']"
29246,Getting Manufacturer and Modal # from XP Home with Java or the Command Line,['java.lang.Runtime.exec']
29247,Number format exception in user input,['java.lang.Double.parseDouble']
29248,Add argument start method JavaFX,"['javafx.application.Application.Parameters.getUnnamed', 'javafx.application.Application.Parameters.getNamed', 'javafx.application.Application.getParameters', 'javafx.application.Application.launch', 'javafx.application.Application.start', 'javafx.application.Application.Parameters.getRaw', 'javafx.application.Application.init']"
29249,ThreadPoolExecutor's queuing behavior customizable to prefer new thread creation over queuing?,"['java.util.concurrent.ThreadPoolExecutor.allowCoreThreadTimeOut', 'java.util.concurrent.Executors.newFixedThreadPool']"
29250,Calling instance of date() does not update time,['java.time.ZonedDateTime.toString']
29251,How do I take an Iterable of one class and turn it into an Iterable of another class?,['java.util.stream.StreamSupport.stream']
29252,Implementation of Collections.singleton as a static factory method,['java.util.Collections.singleton']
29253,Hide input on command line,"['java.io.Console.readPassword', 'javax.swing.JPasswordField.getPassword']"
29254,Effective thread-safe Java List impl when traversals match mutations,['java.util.Collections.synchronizedList']
29255,"JPanel getWidth() returns Zero, after invoking pack()",['javax.swing.JComponent.addNotify']
29256,string ends with '\n' what is the most efficient way to manipulate?,['java.lang.String.trim']
29257,"difference between String.valueOf(int) , `+` string operator and Integer.toString(int)","['java.lang.String.valueOf', 'java.lang.Integer.toString']"
29258,Java Paths.get() strange behavior on Linux,['java.nio.file.Paths.get']
29259,"How to convert milliseconds to ""hh:mm:ss"" format?",['java.lang.String.format']
29260,How to convert String list into List Object in java..?,['java.lang.String.split']
29261,How do I get the underlying type of a proxy object in java?,"['java.lang.reflect.Proxy.getInvocationHandler', 'java.lang.String.format']"
29262,Get size of folder or file,"['java.io.File.length', 'java.nio.file.Files.walk', 'java.io.File.isDirectory', 'java.io.File.list']"
29263,Get 2 doubles from string using only 2 variables challenge,['java.lang.Double.parseDouble']
29264,How to Correctly Update Android UI from SurfaceView,['java.lang.Thread.sleep']
29265,"getKeyStroke(char) vs. getKeyStroke(char, int) - I don't understand the difference",['javax.swing.KeyStroke.getKeyStroke']
29266,Getting previous particular day in a week,"['java.time.temporal.TemporalAdjusters.next', 'java.time.temporal.TemporalAdjusters.previousOrSame', 'java.time.temporal.TemporalAdjusters.previous', 'java.time.temporal.TemporalAdjusters.nextOrSame']"
29267,How to perform a reduction operation on some parts of a Stream,"['java.util.Map.values', 'java.util.stream.Collectors.groupingBy', 'java.util.stream.Collectors.mapping', 'java.util.stream.Collectors.collectingAndThen', 'java.util.stream.Collectors.reducing']"
29268,My custom Look And Feel implementation does not seem to work,['javax.swing.UIManager.put']
29269,Java System.GC() and Memory Leakage,['java.lang.System.gc']
29270,java.lang.ClassNotFoundException: com.mysql.jdbc.Driver (maven + jboss),['java.lang.Class.forName']
29271,How to return a value from a Thread to another class,"['java.util.concurrent.Executors.newSingleThreadExecutor', 'java.util.concurrent.Executors.newSingleThreadScheduledExecutor']"
29272,Process builder won't find my file,['javax.tools.ToolProvider.getSystemJavaCompiler']
29273,I want to display the key value bean based on sorting of value in Struts 2,['java.util.Collections.sort']
29274,Sort ArrayList of Object by a String parameter inside the Object,['java.util.Collections.sort']
29275,What is the most efficient way to detect duplicate characters in a String in Java?,['java.lang.Character.isHighSurrogate']
29276,How to sort GSON Array based on a key?,['java.util.Collections.sort']
29277,How to set acceptable number values for .equals(); command?,['java.lang.String.equals']
29278,"HashMap<Key,List<Object>> from list of objects containing same property",['java.util.stream.Collectors.groupingBy']
29279,Java 8 LocalDate- determining the year of a yearless Feb-29 date?,['java.time.Year.isLeap']
29280,Reading a plain text file in Java,"['java.nio.file.Files.readAllLines', 'java.nio.file.Files.readAllBytes', 'java.nio.file.Files.lines']"
29281,Swap elements in LinkedList,"['java.util.LinkedList.add', 'java.util.LinkedList.get', 'java.util.Collections.swap']"
29282,Weird behaviour of Calendar and DateFormat,['java.util.GregorianCalendar.GregorianCalendar']
29283,How to convert timestamp back to same UUID string,['java.util.UUID.timestamp']
29284,String initialization with + operator java,['java.lang.String.intern']
29285,JPA2: Case-insensitive like matching anywhere,['java.lang.String.toLowerCase']
29286,G1: What are the differences between mixed gc and full gc?,['java.lang.System.gc']
29287,Icon position in JButton,"['javax.swing.AbstractButton.setIconTextGap', 'javax.swing.AbstractButton.setHorizontalAlignment']"
29288,Get the outer class object from an inner class object,['java.lang.Class.getDeclaringClass']
29289,git java wrapper - git pull never ends,"['java.lang.ProcessBuilder.redirect', 'java.lang.Runtime.exec', 'java.lang.Runtime.getRuntime']"
29290,java.sql.PreparedStatement.executeUpdate() not working with mysql database,['java.lang.Class.forName']
29291,Settext with sleeps in JavaFX,['java.lang.Thread.sleep']
29292,Collections.sort() throws Comparison method violates its general contract! exception,['java.lang.Double.compare']
29293,Integer.parseInt() problems,"['java.lang.Long.parseLong', 'java.lang.Integer.parseInt']"
29294,Matching word with period at end in regex,"['java.util.regex.Matcher.find', 'java.util.regex.Pattern.compile', 'java.util.regex.Pattern.matches']"
29295,Where to deal with a file exception?,['java.lang.System.exit']
29296,Cannot cast from ArrayList<Object> to ArrayList<MyObject>,['java.lang.Class.cast']
29297,How to view an image from blob column in Oracle with JasperReports?,['javax.imageio.ImageIO.read']
29298,How to sort an array of objects in Java in field level for grade comparison?,['java.util.Arrays.sort']
29299,Multiplying a numeric string in java,['java.lang.String.valueOf']
29300,Custom ConfigurationFactory combined with configuration file in log4j2,['java.lang.System.setProperty']
29301,How to save iso8601 Date in Java?,"['java.time.LocalDate.now', 'java.time.ZoneId.systemDefault']"
29302,"Caesar Shift Cipher, input exception error",['java.lang.Character.isLetter']
29303,Find matching string occurrence in an ArrayList<String>,['java.util.Collections.frequency']
29304,Checking out of bounds in Java,['java.lang.Integer.parseInt']
29305,split JSON and string in android,['java.lang.String.split']
29306,JUnit test if Java code assert fails,['java.util.Objects.requireNonNull']
29307,Java applet: run native code from browser?,['java.lang.Runtime.exec']
29308,to compare values of jsp page with the database values null pointer exception,['java.sql.ResultSet.getString']
29309,print specific record from Hashmap,"['java.util.Map.get', 'java.util.Map.keySet']"
29310,How to disable Java's SSL session resumption,['javax.net.ssl.SSLSession.invalidate']
29311,Creating a copy of a collection,"['java.util.Collections.emptyList', 'java.util.Collections.unmodifiableList']"
29312,Apache Tika and File access instead of Java Input Stream,['java.lang.Runtime.exec']
29313,"JMockit - ""Missing invocation to mocked type"" when mocking System.getProperties()","['java.lang.System.getProperties', 'java.lang.System.getProperty']"
29314,Boolean.valueOf() produces NullPointerException sometimes,['java.lang.Boolean.valueOf']
29315,Loose coupling with Class.forName(),['java.lang.Class.forName']
29316,Null String for Scanner,['java.io.BufferedReader.readLine']
29317,Java SQL output format table result,['java.lang.String.format']
29318,How do I create a new directory at the location of an existing file? ,['java.io.File.getParentFile']
29319,Get into new directory that was just created,"['java.io.File.mkdirs', 'java.io.File.mkdir']"
29320,Java System.arraycopy resizes destination to source size?,['java.lang.System.arraycopy']
29321,Mutli raw type in java,"['java.util.Collections.sort', 'java.lang.Comparable.compareTo']"
29322,Java Continuing code after JOptionPane,['javax.swing.JOptionPane.showMessageDialog']
29323,ExecutorService might execute on calling thread?,['java.util.concurrent.Executors.newFixedThreadPool']
29324,Determine is application has been started via Java or Javaw?,['java.lang.System.console']
29325,"Generate random number from the set {1, 3, 100}",['java.lang.Math.random']
29326,How does java stream.peek() affect the bytecode?,"['java.util.function.Predicate.test', 'java.util.stream.Stream.filter', 'java.util.function.Predicate.and']"
